Date,Country,Exchange rate
2002-12-31,Japan,118.75
2003-01-01,Japan,
2003-01-02,Japan,119.86
2003-01-03,Japan,119.85
2003-01-06,Japan,119.06
2003-01-07,Japan,120.18
2003-01-08,Japan,119.35
2003-01-09,Japan,119.57
2003-01-10,Japan,119.44
2003-01-13,Japan,119.03
2003-01-14,Japan,117.96
2003-01-15,Japan,117.91
2003-01-16,Japan,118.02
2003-01-17,Japan,117.88
2003-01-20,Japan,
2003-01-21,Japan,118.57
2003-01-22,Japan,118.15
2003-01-23,Japan,117.83
2003-01-24,Japan,117.80
2003-01-27,Japan,118.64
2003-01-28,Japan,118.67
2003-01-29,Japan,118.13
2003-01-30,Japan,119.22
2003-01-31,Japan,119.96
2003-02-03,Japan,120.47
2003-02-04,Japan,119.75
2003-02-05,Japan,119.78
2003-02-06,Japan,119.93
2003-02-07,Japan,120.40
2003-02-10,Japan,121.25
2003-02-11,Japan,121.19
2003-02-12,Japan,121.30
2003-02-13,Japan,120.49
2003-02-14,Japan,120.41
2003-02-17,Japan,
2003-02-18,Japan,118.93
2003-02-19,Japan,118.65
2003-02-20,Japan,118.18
2003-02-21,Japan,118.78
2003-02-24,Japan,117.78
2003-02-25,Japan,117.14
2003-02-26,Japan,117.19
2003-02-27,Japan,117.58
2003-02-28,Japan,118.22
2003-03-03,Japan,117.93
2003-03-04,Japan,117.96
2003-03-05,Japan,117.32
2003-03-06,Japan,117.22
2003-03-07,Japan,116.47
2003-03-10,Japan,116.55
2003-03-11,Japan,117.07
2003-03-12,Japan,117.18
2003-03-13,Japan,118.31
2003-03-14,Japan,118.59
2003-03-17,Japan,118.45
2003-03-18,Japan,118.90
2003-03-19,Japan,120.13
2003-03-20,Japan,120.05
2003-03-21,Japan,121.42
2003-03-24,Japan,120.69
2003-03-25,Japan,120.03
2003-03-26,Japan,120.13
2003-03-27,Japan,119.78
2003-03-28,Japan,120.18
2003-03-31,Japan,118.07
2003-04-01,Japan,118.25
2003-04-02,Japan,119.17
2003-04-03,Japan,119.55
2003-04-04,Japan,120.05
2003-04-07,Japan,120.41
2003-04-08,Japan,119.91
2003-04-09,Japan,120.55
2003-04-10,Japan,119.58
2003-04-11,Japan,120.47
2003-04-14,Japan,120.30
2003-04-15,Japan,120.20
2003-04-16,Japan,120.04
2003-04-17,Japan,119.30
2003-04-18,Japan,119.72
2003-04-21,Japan,120.55
2003-04-22,Japan,119.68
2003-04-23,Japan,120.33
2003-04-24,Japan,119.83
2003-04-25,Japan,120.25
2003-04-28,Japan,120.34
2003-04-29,Japan,120.14
2003-04-30,Japan,119.07
2003-05-01,Japan,118.56
2003-05-02,Japan,119.10
2003-05-05,Japan,118.64
2003-05-06,Japan,117.94
2003-05-07,Japan,116.51
2003-05-08,Japan,116.65
2003-05-09,Japan,117.20
2003-05-12,Japan,116.94
2003-05-13,Japan,116.56
2003-05-14,Japan,116.16
2003-05-15,Japan,115.94
2003-05-16,Japan,116.01
2003-05-19,Japan,116.58
2003-05-20,Japan,116.77
2003-05-21,Japan,117.23
2003-05-22,Japan,117.25
2003-05-23,Japan,116.89
2003-05-26,Japan,
2003-05-27,Japan,117.12
2003-05-28,Japan,118.73
2003-05-29,Japan,118.45
2003-05-30,Japan,119.50
2003-06-02,Japan,118.52
2003-06-03,Japan,119.27
2003-06-04,Japan,118.60
2003-06-05,Japan,117.61
2003-06-06,Japan,118.83
2003-06-09,Japan,118.11
2003-06-10,Japan,117.68
2003-06-11,Japan,117.69
2003-06-12,Japan,117.66
2003-06-13,Japan,117.46
2003-06-16,Japan,117.79
2003-06-17,Japan,118.20
2003-06-18,Japan,118.40
2003-06-19,Japan,118.74
2003-06-20,Japan,118.39
2003-06-23,Japan,117.55
2003-06-24,Japan,117.96
2003-06-25,Japan,117.54
2003-06-26,Japan,119.32
2003-06-27,Japan,119.72
2003-06-30,Japan,119.87
2003-07-01,Japan,119.45
2003-07-02,Japan,118.63
2003-07-03,Japan,118.24
2003-07-04,Japan,
2003-07-07,Japan,118.08
2003-07-08,Japan,118.58
2003-07-09,Japan,117.85
2003-07-10,Japan,117.69
2003-07-11,Japan,117.80
2003-07-14,Japan,117.54
2003-07-15,Japan,117.24
2003-07-16,Japan,118.24
2003-07-17,Japan,118.87
2003-07-18,Japan,118.40
2003-07-21,Japan,118.35
2003-07-22,Japan,119.34
2003-07-23,Japan,118.77
2003-07-24,Japan,119.25
2003-07-25,Japan,118.82
2003-07-28,Japan,119.42
2003-07-29,Japan,119.78
2003-07-30,Japan,120.55
2003-07-31,Japan,120.42
2003-08-01,Japan,120.00
2003-08-04,Japan,120.47
2003-08-05,Japan,119.95
2003-08-06,Japan,120.33
2003-08-07,Japan,118.91
2003-08-08,Japan,119.02
2003-08-11,Japan,118.36
2003-08-12,Japan,118.53
2003-08-13,Japan,119.07
2003-08-14,Japan,119.14
2003-08-15,Japan,119.24
2003-08-18,Japan,119.43
2003-08-19,Japan,119.26
2003-08-20,Japan,118.23
2003-08-21,Japan,117.58
2003-08-22,Japan,117.58
2003-08-25,Japan,117.43
2003-08-26,Japan,117.49
2003-08-27,Japan,117.74
2003-08-28,Japan,117.44
2003-08-29,Japan,116.71
2003-09-01,Japan,
2003-09-02,Japan,116.15
2003-09-03,Japan,116.04
2003-09-04,Japan,116.77
2003-09-05,Japan,117.06
2003-09-08,Japan,116.48
2003-09-09,Japan,116.33
2003-09-10,Japan,117.13
2003-09-11,Japan,117.07
2003-09-12,Japan,117.38
2003-09-15,Japan,117.41
2003-09-16,Japan,116.27
2003-09-17,Japan,115.99
2003-09-18,Japan,115.27
2003-09-19,Japan,113.99
2003-09-22,Japan,111.95
2003-09-23,Japan,111.65
2003-09-24,Japan,111.70
2003-09-25,Japan,111.86
2003-09-26,Japan,111.80
2003-09-29,Japan,111.07
2003-09-30,Japan,111.43
2003-10-01,Japan,110.61
2003-10-02,Japan,110.59
2003-10-03,Japan,110.90
2003-10-06,Japan,110.81
2003-10-07,Japan,109.81
2003-10-08,Japan,109.55
2003-10-09,Japan,109.34
2003-10-10,Japan,108.57
2003-10-13,Japan,
2003-10-14,Japan,109.29
2003-10-15,Japan,109.56
2003-10-16,Japan,109.36
2003-10-17,Japan,109.57
2003-10-20,Japan,110.22
2003-10-21,Japan,109.69
2003-10-22,Japan,108.95
2003-10-23,Japan,109.59
2003-10-24,Japan,109.23
2003-10-27,Japan,108.38
2003-10-28,Japan,108.33
2003-10-29,Japan,108.18
2003-10-30,Japan,108.27
2003-10-31,Japan,110.10
2003-11-03,Japan,111.20
2003-11-04,Japan,109.60
2003-11-05,Japan,109.91
2003-11-06,Japan,110.15
2003-11-07,Japan,109.29
2003-11-10,Japan,107.98
2003-11-11,Japan,
2003-11-12,Japan,108.55
2003-11-13,Japan,108.33
2003-11-14,Japan,108.43
2003-11-17,Japan,108.98
2003-11-18,Japan,108.11
2003-11-19,Japan,109.06
2003-11-20,Japan,108.99
2003-11-21,Japan,108.87
2003-11-24,Japan,109.39
2003-11-25,Japan,109.72
2003-11-26,Japan,109.11
2003-11-27,Japan,
2003-11-28,Japan,109.53
2003-12-01,Japan,109.61
2003-12-02,Japan,108.82
2003-12-03,Japan,108.17
2003-12-04,Japan,108.19
2003-12-05,Japan,107.78
2003-12-08,Japan,107.23
2003-12-09,Japan,107.30
2003-12-10,Japan,108.40
2003-12-11,Japan,108.23
2003-12-12,Japan,107.73
2003-12-15,Japan,107.52
2003-12-16,Japan,107.60
2003-12-17,Japan,107.42
2003-12-18,Japan,107.92
2003-12-19,Japan,107.94
2003-12-22,Japan,107.40
2003-12-23,Japan,107.44
2003-12-24,Japan,107.29
2003-12-25,Japan,
2003-12-26,Japan,107.18
2003-12-29,Japan,106.93
2003-12-30,Japan,107.00
2003-12-31,Japan,107.13
2004-01-01,Japan,
2004-01-02,Japan,106.95
2004-01-05,Japan,106.10
2004-01-06,Japan,106.20
2004-01-07,Japan,106.19
2004-01-08,Japan,106.17
2004-01-09,Japan,106.54
2004-01-12,Japan,106.48
2004-01-13,Japan,106.25
2004-01-14,Japan,106.06
2004-01-15,Japan,106.10
2004-01-16,Japan,106.87
2004-01-19,Japan,
2004-01-20,Japan,107.17
2004-01-21,Japan,106.84
2004-01-22,Japan,106.08
2004-01-23,Japan,106.21
2004-01-26,Japan,106.15
2004-01-27,Japan,105.56
2004-01-28,Japan,105.52
2004-01-29,Japan,106.09
2004-01-30,Japan,105.84
2004-02-02,Japan,105.59
2004-02-03,Japan,105.36
2004-02-04,Japan,105.53
2004-02-05,Japan,105.52
2004-02-06,Japan,105.57
2004-02-09,Japan,105.68
2004-02-10,Japan,105.55
2004-02-11,Japan,105.37
2004-02-12,Japan,105.42
2004-02-13,Japan,105.60
2004-02-16,Japan,
2004-02-17,Japan,105.80
2004-02-18,Japan,106.37
2004-02-19,Japan,107.09
2004-02-20,Japan,108.83
2004-02-23,Japan,108.22
2004-02-24,Japan,108.11
2004-02-25,Japan,108.99
2004-02-26,Japan,109.59
2004-02-27,Japan,109.26
2004-03-01,Japan,108.93
2004-03-02,Japan,110.27
2004-03-03,Japan,110.25
2004-03-04,Japan,110.74
2004-03-05,Japan,111.42
2004-03-08,Japan,112.12
2004-03-09,Japan,111.20
2004-03-10,Japan,111.04
2004-03-11,Japan,110.89
2004-03-12,Japan,110.82
2004-03-15,Japan,110.48
2004-03-16,Japan,108.95
2004-03-17,Japan,108.18
2004-03-18,Japan,106.60
2004-03-19,Japan,106.97
2004-03-22,Japan,106.84
2004-03-23,Japan,106.63
2004-03-24,Japan,106.23
2004-03-25,Japan,106.06
2004-03-26,Japan,105.93
2004-03-29,Japan,105.52
2004-03-30,Japan,105.61
2004-03-31,Japan,104.18
2004-04-01,Japan,103.70
2004-04-02,Japan,104.55
2004-04-05,Japan,105.36
2004-04-06,Japan,105.90
2004-04-07,Japan,105.20
2004-04-08,Japan,106.10
2004-04-09,Japan,106.45
2004-04-12,Japan,105.50
2004-04-13,Japan,106.96
2004-04-14,Japan,108.53
2004-04-15,Japan,108.58
2004-04-16,Japan,107.69
2004-04-19,Japan,108.50
2004-04-20,Japan,108.43
2004-04-21,Japan,109.55
2004-04-22,Japan,109.85
2004-04-23,Japan,109.38
2004-04-26,Japan,108.55
2004-04-27,Japan,109.48
2004-04-28,Japan,109.85
2004-04-29,Japan,109.96
2004-04-30,Japan,110.37
2004-05-03,Japan,110.34
2004-05-04,Japan,110.02
2004-05-05,Japan,108.50
2004-05-06,Japan,109.58
2004-05-07,Japan,112.30
2004-05-10,Japan,114.03
2004-05-11,Japan,113.67
2004-05-12,Japan,113.21
2004-05-13,Japan,114.25
2004-05-14,Japan,114.30
2004-05-17,Japan,114.10
2004-05-18,Japan,114.06
2004-05-19,Japan,112.77
2004-05-20,Japan,113.18
2004-05-21,Japan,112.09
2004-05-24,Japan,112.66
2004-05-25,Japan,112.21
2004-05-26,Japan,111.70
2004-05-27,Japan,110.77
2004-05-28,Japan,110.18
2004-05-31,Japan,
2004-06-01,Japan,110.45
2004-06-02,Japan,110.28
2004-06-03,Japan,111.14
2004-06-04,Japan,111.27
2004-06-07,Japan,109.61
2004-06-08,Japan,109.77
2004-06-09,Japan,109.74
2004-06-10,Japan,109.33
2004-06-11,Japan,110.09
2004-06-14,Japan,111.15
2004-06-15,Japan,109.59
2004-06-16,Japan,110.15
2004-06-17,Japan,109.63
2004-06-18,Japan,108.65
2004-06-21,Japan,108.57
2004-06-22,Japan,109.00
2004-06-23,Japan,108.64
2004-06-24,Japan,107.10
2004-06-25,Japan,107.82
2004-06-28,Japan,107.95
2004-06-29,Japan,108.18
2004-06-30,Japan,109.43
2004-07-01,Japan,108.24
2004-07-02,Japan,108.60
2004-07-05,Japan,
2004-07-06,Japan,109.24
2004-07-07,Japan,108.38
2004-07-08,Japan,108.76
2004-07-09,Japan,108.21
2004-07-12,Japan,108.24
2004-07-13,Japan,109.37
2004-07-14,Japan,109.13
2004-07-15,Japan,109.52
2004-07-16,Japan,108.77
2004-07-19,Japan,108.28
2004-07-20,Japan,108.38
2004-07-21,Japan,110.10
2004-07-22,Japan,109.68
2004-07-23,Japan,110.11
2004-07-26,Japan,110.08
2004-07-27,Japan,111.09
2004-07-28,Japan,111.78
2004-07-29,Japan,111.88
2004-07-30,Japan,111.39
2004-08-02,Japan,111.08
2004-08-03,Japan,110.60
2004-08-04,Japan,111.29
2004-08-05,Japan,111.53
2004-08-06,Japan,110.05
2004-08-09,Japan,110.57
2004-08-10,Japan,110.79
2004-08-11,Japan,110.78
2004-08-12,Japan,111.14
2004-08-13,Japan,110.67
2004-08-16,Japan,110.64
2004-08-17,Japan,110.07
2004-08-18,Japan,109.71
2004-08-19,Japan,109.34
2004-08-20,Japan,109.32
2004-08-23,Japan,109.47
2004-08-24,Japan,109.63
2004-08-25,Japan,110.38
2004-08-26,Japan,109.73
2004-08-27,Japan,109.51
2004-08-30,Japan,109.84
2004-08-31,Japan,109.00
2004-09-01,Japan,109.62
2004-09-02,Japan,109.52
2004-09-03,Japan,110.47
2004-09-06,Japan,
2004-09-07,Japan,109.32
2004-09-08,Japan,109.22
2004-09-09,Japan,109.69
2004-09-10,Japan,109.33
2004-09-13,Japan,110.13
2004-09-14,Japan,109.40
2004-09-15,Japan,110.34
2004-09-16,Japan,109.75
2004-09-17,Japan,109.97
2004-09-20,Japan,109.87
2004-09-21,Japan,109.94
2004-09-22,Japan,110.53
2004-09-23,Japan,110.39
2004-09-24,Japan,110.72
2004-09-27,Japan,111.13
2004-09-28,Japan,111.48
2004-09-29,Japan,110.90
2004-09-30,Japan,110.20
2004-10-01,Japan,110.45
2004-10-04,Japan,111.13
2004-10-05,Japan,111.21
2004-10-06,Japan,111.34
2004-10-07,Japan,111.15
2004-10-08,Japan,109.44
2004-10-11,Japan,
2004-10-12,Japan,109.79
2004-10-13,Japan,109.78
2004-10-14,Japan,109.60
2004-10-15,Japan,109.14
2004-10-18,Japan,109.23
2004-10-19,Japan,108.36
2004-10-20,Japan,108.16
2004-10-21,Japan,107.43
2004-10-22,Japan,107.42
2004-10-25,Japan,106.61
2004-10-26,Japan,106.63
2004-10-27,Japan,106.67
2004-10-28,Japan,106.09
2004-10-29,Japan,106.04
2004-11-01,Japan,106.41
2004-11-02,Japan,106.29
2004-11-03,Japan,106.20
2004-11-04,Japan,106.02
2004-11-05,Japan,105.60
2004-11-08,Japan,105.57
2004-11-09,Japan,105.57
2004-11-10,Japan,106.91
2004-11-11,Japan,
2004-11-12,Japan,105.53
2004-11-15,Japan,105.53
2004-11-16,Japan,105.35
2004-11-17,Japan,104.18
2004-11-18,Japan,104.23
2004-11-19,Japan,102.80
2004-11-22,Japan,103.20
2004-11-23,Japan,103.42
2004-11-24,Japan,102.94
2004-11-25,Japan,
2004-11-26,Japan,102.58
2004-11-29,Japan,102.61
2004-11-30,Japan,103.04
2004-12-01,Japan,102.78
2004-12-02,Japan,103.11
2004-12-03,Japan,102.56
2004-12-06,Japan,102.68
2004-12-07,Japan,102.74
2004-12-08,Japan,104.74
2004-12-09,Japan,104.93
2004-12-10,Japan,105.45
2004-12-13,Japan,104.67
2004-12-14,Japan,105.59
2004-12-15,Japan,104.02
2004-12-16,Japan,104.36
2004-12-17,Japan,104.28
2004-12-20,Japan,104.01
2004-12-21,Japan,104.33
2004-12-22,Japan,103.95
2004-12-23,Japan,103.71
2004-12-24,Japan,103.65
2004-12-27,Japan,102.97
2004-12-28,Japan,103.13
2004-12-29,Japan,104.19
2004-12-30,Japan,103.11
2004-12-31,Japan,102.68
2005-01-03,Japan,102.83
2005-01-04,Japan,104.27
2005-01-05,Japan,103.95
2005-01-06,Japan,104.87
2005-01-07,Japan,104.93
2005-01-10,Japan,104.32
2005-01-11,Japan,103.42
2005-01-12,Japan,102.26
2005-01-13,Japan,102.55
2005-01-14,Japan,102.50
2005-01-17,Japan,
2005-01-18,Japan,102.36
2005-01-19,Japan,102.52
2005-01-20,Japan,103.31
2005-01-21,Japan,102.85
2005-01-24,Japan,102.67
2005-01-25,Japan,104.16
2005-01-26,Japan,102.90
2005-01-27,Japan,103.15
2005-01-28,Japan,103.45
2005-01-31,Japan,103.55
2005-02-01,Japan,103.93
2005-02-02,Japan,104.05
2005-02-03,Japan,104.55
2005-02-04,Japan,103.70
2005-02-07,Japan,104.68
2005-02-08,Japan,105.65
2005-02-09,Japan,105.84
2005-02-10,Japan,105.69
2005-02-11,Japan,105.75
2005-02-14,Japan,104.94
2005-02-15,Japan,104.47
2005-02-16,Japan,105.62
2005-02-17,Japan,105.40
2005-02-18,Japan,105.69
2005-02-21,Japan,
2005-02-22,Japan,104.15
2005-02-23,Japan,104.96
2005-02-24,Japan,105.41
2005-02-25,Japan,105.21
2005-02-28,Japan,104.25
2005-03-01,Japan,104.37
2005-03-02,Japan,104.71
2005-03-03,Japan,105.02
2005-03-04,Japan,104.46
2005-03-07,Japan,105.22
2005-03-08,Japan,104.51
2005-03-09,Japan,103.87
2005-03-10,Japan,104.15
2005-03-11,Japan,103.93
2005-03-14,Japan,105.01
2005-03-15,Japan,104.54
2005-03-16,Japan,104.10
2005-03-17,Japan,104.57
2005-03-18,Japan,104.70
2005-03-21,Japan,105.10
2005-03-22,Japan,104.99
2005-03-23,Japan,105.76
2005-03-24,Japan,106.26
2005-03-25,Japan,106.32
2005-03-28,Japan,107.22
2005-03-29,Japan,107.49
2005-03-30,Japan,107.33
2005-03-31,Japan,107.22
2005-04-01,Japan,107.57
2005-04-04,Japan,108.28
2005-04-05,Japan,108.43
2005-04-06,Japan,108.67
2005-04-07,Japan,108.44
2005-04-08,Japan,108.26
2005-04-11,Japan,107.79
2005-04-12,Japan,108.26
2005-04-13,Japan,107.32
2005-04-14,Japan,108.18
2005-04-15,Japan,107.65
2005-04-18,Japan,107.39
2005-04-19,Japan,107.02
2005-04-20,Japan,106.82
2005-04-21,Japan,106.85
2005-04-22,Japan,105.85
2005-04-25,Japan,105.67
2005-04-26,Japan,106.03
2005-04-27,Japan,105.98
2005-04-28,Japan,105.97
2005-04-29,Japan,104.64
2005-05-02,Japan,105.07
2005-05-03,Japan,105.16
2005-05-04,Japan,104.77
2005-05-05,Japan,104.41
2005-05-06,Japan,104.93
2005-05-09,Japan,105.54
2005-05-10,Japan,105.53
2005-05-11,Japan,105.74
2005-05-12,Japan,106.68
2005-05-13,Japan,107.14
2005-05-16,Japan,107.02
2005-05-17,Japan,107.15
2005-05-18,Japan,107.05
2005-05-19,Japan,107.43
2005-05-20,Japan,108.17
2005-05-23,Japan,107.72
2005-05-24,Japan,107.46
2005-05-25,Japan,107.73
2005-05-26,Japan,107.95
2005-05-27,Japan,107.88
2005-05-30,Japan,
2005-05-31,Japan,107.97
2005-06-01,Japan,108.42
2005-06-02,Japan,108.31
2005-06-03,Japan,107.84
2005-06-06,Japan,106.86
2005-06-07,Japan,106.64
2005-06-08,Japan,106.89
2005-06-09,Japan,107.52
2005-06-10,Japan,108.45
2005-06-13,Japan,109.58
2005-06-14,Japan,109.38
2005-06-15,Japan,109.34
2005-06-16,Japan,109.08
2005-06-17,Japan,108.83
2005-06-20,Japan,109.42
2005-06-21,Japan,108.52
2005-06-22,Japan,108.89
2005-06-23,Japan,108.79
2005-06-24,Japan,109.22
2005-06-27,Japan,109.39
2005-06-28,Japan,109.89
2005-06-29,Japan,110.27
2005-06-30,Japan,110.91
2005-07-01,Japan,111.68
2005-07-04,Japan,
2005-07-05,Japan,111.61
2005-07-06,Japan,112.07
2005-07-07,Japan,112.08
2005-07-08,Japan,112.17
2005-07-11,Japan,111.76
2005-07-12,Japan,110.94
2005-07-13,Japan,112.08
2005-07-14,Japan,112.14
2005-07-15,Japan,112.32
2005-07-18,Japan,111.62
2005-07-19,Japan,112.95
2005-07-20,Japan,113.42
2005-07-21,Japan,110.47
2005-07-22,Japan,110.98
2005-07-25,Japan,111.59
2005-07-26,Japan,112.30
2005-07-27,Japan,112.30
2005-07-28,Japan,112.34
2005-07-29,Japan,112.25
2005-08-01,Japan,112.12
2005-08-02,Japan,111.28
2005-08-03,Japan,111.05
2005-08-04,Japan,111.17
2005-08-05,Japan,112.09
2005-08-08,Japan,111.87
2005-08-09,Japan,112.07
2005-08-10,Japan,110.67
2005-08-11,Japan,109.92
2005-08-12,Japan,109.55
2005-08-15,Japan,109.40
2005-08-16,Japan,109.37
2005-08-17,Japan,109.63
2005-08-18,Japan,110.54
2005-08-19,Japan,110.68
2005-08-22,Japan,109.75
2005-08-23,Japan,109.83
2005-08-24,Japan,110.35
2005-08-25,Japan,109.90
2005-08-26,Japan,109.85
2005-08-29,Japan,110.53
2005-08-30,Japan,111.49
2005-08-31,Japan,110.84
2005-09-01,Japan,110.16
2005-09-02,Japan,109.66
2005-09-05,Japan,
2005-09-06,Japan,109.67
2005-09-07,Japan,110.06
2005-09-08,Japan,110.49
2005-09-09,Japan,109.69
2005-09-12,Japan,109.91
2005-09-13,Japan,110.85
2005-09-14,Japan,110.27
2005-09-15,Japan,110.48
2005-09-16,Japan,111.38
2005-09-19,Japan,111.30
2005-09-20,Japan,111.54
2005-09-21,Japan,111.33
2005-09-22,Japan,111.63
2005-09-23,Japan,112.17
2005-09-26,Japan,112.41
2005-09-27,Japan,113.32
2005-09-28,Japan,113.27
2005-09-29,Japan,113.14
2005-09-30,Japan,113.29
2005-10-03,Japan,114.17
2005-10-04,Japan,114.33
2005-10-05,Japan,113.72
2005-10-06,Japan,113.54
2005-10-07,Japan,113.82
2005-10-10,Japan,
2005-10-11,Japan,114.21
2005-10-12,Japan,114.36
2005-10-13,Japan,114.97
2005-10-14,Japan,114.03
2005-10-17,Japan,114.86
2005-10-18,Japan,115.71
2005-10-19,Japan,115.47
2005-10-20,Japan,115.48
2005-10-21,Japan,115.93
2005-10-24,Japan,115.18
2005-10-25,Japan,114.78
2005-10-26,Japan,115.81
2005-10-27,Japan,115.14
2005-10-28,Japan,115.52
2005-10-31,Japan,116.36
2005-11-01,Japan,116.63
2005-11-02,Japan,116.76
2005-11-03,Japan,117.21
2005-11-04,Japan,118.20
2005-11-07,Japan,117.57
2005-11-08,Japan,117.10
2005-11-09,Japan,117.51
2005-11-10,Japan,118.05
2005-11-11,Japan,
2005-11-14,Japan,118.88
2005-11-15,Japan,118.93
2005-11-16,Japan,119.17
2005-11-17,Japan,118.81
2005-11-18,Japan,119.21
2005-11-21,Japan,119.03
2005-11-22,Japan,119.22
2005-11-23,Japan,118.76
2005-11-24,Japan,
2005-11-25,Japan,119.65
2005-11-28,Japan,119.25
2005-11-29,Japan,119.48
2005-11-30,Japan,119.66
2005-12-01,Japan,120.62
2005-12-02,Japan,120.77
2005-12-05,Japan,120.83
2005-12-06,Japan,120.82
2005-12-07,Japan,120.93
2005-12-08,Japan,120.27
2005-12-09,Japan,120.54
2005-12-12,Japan,119.90
2005-12-13,Japan,120.11
2005-12-14,Japan,116.81
2005-12-15,Japan,116.55
2005-12-16,Japan,115.78
2005-12-19,Japan,116.01
2005-12-20,Japan,117.01
2005-12-21,Japan,117.40
2005-12-22,Japan,116.55
2005-12-23,Japan,116.38
2005-12-26,Japan,
2005-12-27,Japan,117.07
2005-12-28,Japan,117.62
2005-12-29,Japan,117.86
2005-12-30,Japan,117.88
2006-01-02,Japan,
2006-01-03,Japan,116.34
2006-01-04,Japan,116.31
2006-01-05,Japan,115.96
2006-01-06,Japan,114.45
2006-01-09,Japan,114.66
2006-01-10,Japan,114.64
2006-01-11,Japan,113.96
2006-01-12,Japan,114.31
2006-01-13,Japan,114.43
2006-01-16,Japan,
2006-01-17,Japan,115.83
2006-01-18,Japan,115.35
2006-01-19,Japan,115.07
2006-01-20,Japan,115.42
2006-01-23,Japan,114.67
2006-01-24,Japan,114.54
2006-01-25,Japan,115.73
2006-01-26,Japan,116.27
2006-01-27,Japan,117.16
2006-01-30,Japan,117.55
2006-01-31,Japan,116.88
2006-02-01,Japan,117.85
2006-02-02,Japan,118.26
2006-02-03,Japan,118.95
2006-02-06,Japan,118.94
2006-02-07,Japan,118.01
2006-02-08,Japan,118.69
2006-02-09,Japan,118.66
2006-02-10,Japan,117.64
2006-02-13,Japan,117.63
2006-02-14,Japan,117.43
2006-02-15,Japan,117.93
2006-02-16,Japan,117.91
2006-02-17,Japan,118.43
2006-02-20,Japan,
2006-02-21,Japan,118.85
2006-02-22,Japan,118.51
2006-02-23,Japan,117.00
2006-02-24,Japan,116.87
2006-02-27,Japan,115.97
2006-02-28,Japan,115.82
2006-03-01,Japan,116.18
2006-03-02,Japan,116.07
2006-03-03,Japan,116.46
2006-03-06,Japan,117.46
2006-03-07,Japan,117.76
2006-03-08,Japan,117.90
2006-03-09,Japan,117.96
2006-03-10,Japan,119.07
2006-03-13,Japan,119.01
2006-03-14,Japan,117.36
2006-03-15,Japan,117.30
2006-03-16,Japan,117.13
2006-03-17,Japan,115.89
2006-03-20,Japan,116.25
2006-03-21,Japan,117.23
2006-03-22,Japan,116.72
2006-03-23,Japan,117.60
2006-03-24,Japan,117.50
2006-03-27,Japan,116.62
2006-03-28,Japan,117.23
2006-03-29,Japan,117.80
2006-03-30,Japan,117.41
2006-03-31,Japan,117.48
2006-04-03,Japan,117.82
2006-04-04,Japan,117.44
2006-04-05,Japan,117.59
2006-04-06,Japan,117.72
2006-04-07,Japan,118.31
2006-04-10,Japan,118.66
2006-04-11,Japan,118.61
2006-04-12,Japan,118.47
2006-04-13,Japan,118.42
2006-04-14,Japan,118.65
2006-04-17,Japan,117.68
2006-04-18,Japan,117.75
2006-04-19,Japan,117.58
2006-04-20,Japan,117.49
2006-04-21,Japan,116.91
2006-04-24,Japan,114.93
2006-04-25,Japan,114.83
2006-04-26,Japan,114.72
2006-04-27,Japan,114.02
2006-04-28,Japan,113.79
2006-05-01,Japan,113.06
2006-05-02,Japan,113.26
2006-05-03,Japan,113.44
2006-05-04,Japan,113.46
2006-05-05,Japan,112.45
2006-05-08,Japan,111.55
2006-05-09,Japan,111.31
2006-05-10,Japan,110.55
2006-05-11,Japan,110.26
2006-05-12,Japan,110.49
2006-05-15,Japan,110.21
2006-05-16,Japan,110.07
2006-05-17,Japan,110.60
2006-05-18,Japan,110.89
2006-05-19,Japan,111.76
2006-05-22,Japan,111.62
2006-05-23,Japan,111.35
2006-05-24,Japan,112.80
2006-05-25,Japan,111.92
2006-05-26,Japan,112.58
2006-05-29,Japan,
2006-05-30,Japan,112.18
2006-05-31,Japan,112.26
2006-06-01,Japan,112.43
2006-06-02,Japan,111.66
2006-06-05,Japan,111.70
2006-06-06,Japan,113.26
2006-06-07,Japan,113.35
2006-06-08,Japan,114.22
2006-06-09,Japan,113.89
2006-06-12,Japan,114.17
2006-06-13,Japan,115.06
2006-06-14,Japan,114.85
2006-06-15,Japan,115.06
2006-06-16,Japan,115.12
2006-06-19,Japan,115.26
2006-06-20,Japan,115.02
2006-06-21,Japan,114.76
2006-06-22,Japan,115.94
2006-06-23,Japan,116.26
2006-06-26,Japan,116.38
2006-06-27,Japan,116.26
2006-06-28,Japan,116.42
2006-06-29,Japan,116.17
2006-06-30,Japan,114.51
2006-07-03,Japan,114.92
2006-07-04,Japan,
2006-07-05,Japan,115.65
2006-07-06,Japan,115.18
2006-07-07,Japan,113.98
2006-07-10,Japan,113.97
2006-07-11,Japan,114.15
2006-07-12,Japan,115.41
2006-07-13,Japan,115.45
2006-07-14,Japan,116.33
2006-07-17,Japan,117.08
2006-07-18,Japan,117.44
2006-07-19,Japan,117.08
2006-07-20,Japan,116.83
2006-07-21,Japan,116.34
2006-07-24,Japan,116.65
2006-07-25,Japan,117.30
2006-07-26,Japan,116.85
2006-07-27,Japan,115.55
2006-07-28,Japan,114.74
2006-07-31,Japan,114.44
2006-08-01,Japan,114.96
2006-08-02,Japan,114.54
2006-08-03,Japan,115.27
2006-08-04,Japan,114.21
